transaction_id,user_id,transaction_amount,transaction_location,merchant_id,transaction_time,device_type,previous_transactions,failed_transactions,account_age_days,user_credit_score,is_foreign_transaction,is_high_risk_country,is_vpn_used,merchant_category,transaction_channel,user_income,is_account_compromised,user_location,is_fraud
2212,5276,2546.24,WA,422,168,mobile,54,7,3021,449,0,0,0,electronics,in-store,197988.67,1,NY,0
2213,5338,3544.86,TX,351,97,desktop,70,44,3456,777,0,1,1,travel,online,190137.09,1,CA,1
2214,7087,8666.28,MI,400,479,desktop,48,43,1307,605,1,0,1,entertainment,mobile,194674.08,1,WA,1
2215,2963,3656.59,FL,178,1380,mobile,53,39,2754,673,1,1,1,electronics,online,45839.36,0,NY,1
2216,1383,8579.71,NY,305,255,tablet,11,10,3077,353,0,1,1,electronics,mobile,176672.63,0,FL,1
2217,2236,6284.14,GA,629,1902,mobile,49,13,3572,795,1,1,0,retail,mobile,29357.41,1,IL,1
2218,2224,2576.37,NY,513,243,desktop,97,36,2914,522,1,1,0,entertainment,online,165134.53,1,NV,1
2219,9808,9820.2,WA,104,2169,tablet,5,5,716,429,1,0,1,electronics,online,136387.5,0,CA,1
2220,1223,7485.13,NY,626,1749,desktop,23,15,1650,427,1,1,1,grocery,in-store,38231.52,0,CA,1
2221,7317,6281.03,TX,414,1411,tablet,34,5,377,759,1,1,1,electronics,mobile,158786.32,0,NV,1
2222,4187,7512.64,FL,113,1093,desktop,91,73,939,733,0,1,0,electronics,online,133615.44,1,NY,1
2223,5802,9203.16,CA,529,796,desktop,58,22,3041,727,0,1,0,grocery,in-store,144090.18,0,OH,0
2224,2921,2806.65,OH,918,1485,mobile,70,12,525,341,0,0,1,entertainment,mobile,44370.51,1,IL,0
2225,9972,8330.2,TX,206,540,mobile,28,18,35,576,1,1,1,electronics,in-store,136573.16,1,FL,1
2226,7960,1328.93,OH,219,1698,tablet,56,22,682,591,1,1,0,retail,mobile,24192.11,0,CA,1
2227,2372,6704.93,OH,619,2250,desktop,5,4,3254,850,0,0,0,grocery,in-store,117281.71,0,IL,0
2228,3845,7650.72,NV,854,1865,desktop,9,1,455,771,1,1,1,electronics,mobile,131937.39,0,WA,1
2229,8384,7194.8,GA,900,2155,desktop,94,17,1103,825,1,0,1,travel,in-store,155597.7,1,NV,1
2230,1776,2476.35,FL,119,2269,desktop,36,25,360,658,1,0,1,entertainment,mobile,70593.68,1,OH,0
2231,4433,1317.96,NV,437,1511,mobile,29,2,3346,433,1,1,1,electronics,in-store,143442.52,1,CA,1
2232,1407,9672.16,WA,817,450,desktop,27,26,2211,828,0,0,1,electronics,online,39749.84,0,TX,1
2233,1685,6065.87,TX,533,1292,desktop,4,2,1231,498,0,0,0,grocery,online,189895.21,0,GA,0
2234,9631,2692.82,NY,858,626,desktop,13,8,2011,439,1,1,1,electronics,online,119107.03,1,GA,1
2235,9856,1298.53,IL,665,2272,tablet,31,17,1006,643,0,0,1,electronics,in-store,92607.54,1,FL,0
2236,5723,2994.65,WA,711,195,desktop,54,12,160,796,1,0,1,electronics,online,47240.5,1,CA,1
2237,6738,1806.05,MI,239,1347,mobile,8,5,928,452,1,1,1,travel,online,144426.4,1,NV,1
2238,7384,2641.05,IL,245,585,mobile,92,12,1928,469,0,1,0,entertainment,online,133062.72,1,NY,1
2239,3872,5599.94,OH,435,2251,tablet,13,9,2501,463,1,1,1,travel,mobile,125148.6,1,NV,1
2240,7426,8531.15,NY,932,2252,desktop,62,54,3126,487,0,0,0,entertainment,online,89061.57,1,FL,1
2241,4128,2224.45,GA,920,2231,desktop,15,0,2668,309,0,1,0,electronics,in-store,126848.54,0,CA,0
2242,8190,19.98,OH,368,834,desktop,18,9,489,499,0,0,0,retail,online,90046.12,0,CA,0
2243,6578,4141.38,MI,411,2051,desktop,74,64,245,605,1,1,0,grocery,in-store,169120.97,0,GA,1
2244,5093,9234.28,NY,304,1324,desktop,22,0,3110,592,1,0,1,retail,online,154981.68,0,NY,1
2245,8855,660.7,NY,771,1041,mobile,33,27,3058,401,1,1,0,retail,in-store,177752.83,0,CA,1
2246,7411,3336.73,IL,900,171,desktop,6,0,3049,319,0,0,1,retail,mobile,167580.84,0,OH,0
2247,2524,4754.16,MI,124,345,tablet,65,61,3495,649,1,1,0,entertainment,in-store,100370.61,1,OH,1
2248,4179,4984.38,OH,699,1102,mobile,85,13,2452,734,1,1,0,travel,in-store,132210.33,0,MI,1
2249,3703,1017.96,IL,937,490,desktop,32,15,1301,712,0,0,1,entertainment,mobile,179153.54,1,FL,0
2250,9500,5982.01,TX,573,1041,tablet,0,0,13,420,1,0,1,entertainment,in-store,153853.68,0,CA,1
2251,8659,3433.27,GA,559,654,tablet,32,5,999,436,0,0,1,travel,online,61806.55,1,MI,1
2252,9546,275.89,IL,778,123,desktop,23,17,3024,617,0,0,0,electronics,mobile,192059.22,1,NY,0
2253,9521,248.62,OH,542,140,mobile,36,16,1601,523,0,1,1,travel,mobile,137416.47,1,GA,0
2254,8992,8758.22,TX,137,1827,desktop,34,6,2645,642,1,1,1,entertainment,in-store,166359.97,1,NV,1
2255,9386,6042.02,GA,768,1209,tablet,72,16,2908,747,0,1,0,entertainment,in-store,47916.89,1,CA,0
2256,7966,2240.26,OH,239,944,tablet,19,17,3590,809,0,0,0,entertainment,mobile,25087.75,0,NV,0
2257,2757,1151.38,FL,621,1078,tablet,55,16,3043,441,1,0,0,grocery,mobile,165491.54,0,FL,0
2258,5535,2966.44,WA,638,333,desktop,36,13,619,452,0,0,0,travel,online,135722.04,1,GA,1
2259,7791,2537.09,NY,452,1220,tablet,17,1,1587,730,0,1,1,retail,online,150688.33,1,NV,1
2260,8198,3827.64,TX,215,554,tablet,87,10,1953,847,0,1,1,travel,online,173271.38,0,IL,0
2261,5643,203.04,MI,601,2135,mobile,22,20,268,396,1,1,1,electronics,online,32911.83,1,GA,1
2262,8833,7956.78,FL,929,1004,desktop,51,15,1464,607,0,1,1,grocery,mobile,34004.03,0,WA,1
2263,5666,722.53,TX,754,1258,mobile,6,0,3471,604,1,0,0,retail,in-store,27448.9,1,OH,0
2264,3319,1353.61,NV,218,359,tablet,52,14,3382,441,0,0,1,travel,mobile,89947.58,1,MI,0
2265,3206,7224.93,FL,347,1443,tablet,96,46,1499,354,1,1,1,electronics,online,53540.58,1,OH,1
2266,9206,2954.18,WA,592,2116,mobile,70,18,3573,796,1,0,0,grocery,mobile,178034.08,0,TX,0
2267,5748,1766.14,TX,175,1784,desktop,28,0,70,518,0,1,1,travel,online,36647.2,0,IL,0
2268,7369,9538.52,NY,640,1573,desktop,7,1,2034,548,1,1,1,electronics,online,175807.77,0,NV,1
2269,3591,1947.73,IL,735,17,mobile,33,23,1920,732,0,1,1,grocery,in-store,182336.74,0,NV,0
2270,8703,6188.59,NY,137,186,desktop,18,3,1167,686,1,0,0,entertainment,mobile,130534.66,0,NY,0
2271,9532,6208.23,MI,674,430,tablet,98,55,291,311,0,1,1,retail,in-store,175065.39,1,GA,1
2272,2437,3782.45,NV,282,375,mobile,51,3,379,405,0,0,1,grocery,in-store,27414.72,1,CA,0
2273,3880,3480.91,CA,499,2117,mobile,60,40,1259,462,0,0,1,entertainment,online,109641.54,1,CA,1
2274,7169,1485.41,TX,262,254,tablet,46,4,2026,764,1,0,1,travel,online,121604.12,1,OH,1
2275,6737,6196.38,MI,419,1720,mobile,94,16,547,319,0,0,0,retail,online,192194.79,1,OH,1
2276,6319,9862.86,NV,897,1984,mobile,41,25,901,400,1,1,1,entertainment,online,182127.87,0,OH,1
2277,1068,9752.95,MI,581,63,tablet,73,18,2779,349,0,1,1,travel,online,125670.24,0,NY,1
2278,2506,1296.6,IL,751,1236,tablet,71,10,1544,433,0,1,0,grocery,mobile,47494.4,0,NY,0
2279,8790,793.16,GA,470,2327,mobile,97,10,2314,696,1,0,0,electronics,in-store,180166.24,0,GA,0
2280,6808,6336.48,GA,958,1920,tablet,70,38,3527,641,0,0,0,travel,online,48269.58,0,WA,0
2281,3759,9488.92,CA,707,1556,mobile,96,46,2036,507,1,0,1,travel,mobile,52110.83,1,FL,1
2282,6131,1501.05,GA,565,1149,tablet,77,49,3385,521,1,0,1,entertainment,in-store,128819.52,0,IL,0
2283,6707,7460.72,WA,642,1580,tablet,73,67,2584,405,1,0,1,retail,mobile,156361.4,0,TX,1
2284,8106,9751.66,OH,461,282,tablet,88,55,3373,457,0,0,0,electronics,mobile,114427.84,1,OH,0
2285,8577,9991.92,NY,534,1305,mobile,81,66,991,837,0,1,1,travel,online,26943.09,1,IL,1
2286,5465,7594.01,OH,243,2117,mobile,26,13,1728,795,1,0,1,travel,in-store,122992.1,1,NY,1
2287,9421,2929.68,IL,190,2132,desktop,100,2,476,473,0,1,0,travel,in-store,55784.75,1,IL,0
2288,1597,1417.74,OH,356,714,mobile,53,33,830,603,1,0,0,grocery,mobile,51384.92,1,MI,0
2289,4483,6346.57,CA,421,735,tablet,55,15,1933,670,0,0,1,entertainment,mobile,162779.42,1,IL,1
2290,2808,3757.66,FL,921,1022,desktop,63,45,1857,302,0,1,1,entertainment,mobile,70168.61,0,FL,0
2291,2645,5538.85,CA,926,1479,desktop,23,19,550,394,1,0,1,travel,online,32035.25,1,NV,1
2292,5701,4177.35,OH,653,128,mobile,80,18,2286,748,0,0,1,electronics,mobile,106143.38,0,GA,0
2293,4949,4915.56,WA,517,1275,tablet,43,8,17,431,1,0,0,retail,mobile,93050.39,1,OH,0
2294,7536,8183.52,CA,946,1015,desktop,72,43,2797,358,0,0,1,grocery,in-store,110515.49,0,CA,1
2295,8481,373.58,FL,659,1648,desktop,0,0,2247,519,0,1,1,entertainment,in-store,120807.88,1,TX,0
2296,8684,7048.65,WA,751,2222,desktop,88,54,1683,462,0,0,1,travel,mobile,132699.25,0,CA,1
2297,5100,249.19,MI,663,888,tablet,30,4,2711,437,0,1,0,entertainment,in-store,84658.99,0,OH,0
2298,1278,9310.86,NY,175,2144,desktop,61,60,2244,587,0,1,0,entertainment,in-store,166138.84,0,GA,0
2299,3672,1816.05,NV,394,2131,desktop,100,43,3498,441,1,0,1,entertainment,in-store,32741.99,0,WA,0
2300,7130,2038.87,IL,754,1928,tablet,56,10,2064,543,0,0,1,grocery,in-store,78477.71,0,GA,0
2301,6073,3415.38,NY,886,521,tablet,63,55,438,738,1,1,1,retail,in-store,28361.13,1,WA,1
2302,4384,5734.89,NY,641,150,mobile,5,0,408,675,0,0,0,travel,in-store,56892.8,1,CA,0
2303,4957,7923.06,CA,999,1585,desktop,43,24,2451,571,0,0,1,grocery,mobile,78120.01,1,IL,1
2304,5987,4748.37,MI,314,368,mobile,48,17,3003,390,0,0,1,electronics,in-store,108693.53,0,TX,0
2305,1838,5430.39,FL,358,210,mobile,33,16,2300,550,0,1,1,entertainment,mobile,180432.9,1,IL,1
2306,4662,3715.84,FL,641,1173,desktop,28,10,3326,344,0,0,1,retail,in-store,65177.45,0,WA,0
2307,7419,5007.99,TX,423,2010,desktop,5,2,1736,501,0,0,1,grocery,online,84393.85,0,WA,1
2308,3482,3717.26,IL,718,1367,tablet,6,5,1401,809,0,1,1,entertainment,mobile,56432.58,0,MI,0
2309,4574,6920.0,WA,701,422,desktop,55,29,3580,356,1,1,0,electronics,in-store,74941.06,1,GA,1
2310,9258,1595.64,FL,319,2182,desktop,85,49,888,701,0,0,1,retail,in-store,106606.42,0,TX,0
2311,1613,740.11,OH,809,1881,mobile,59,31,1848,754,0,0,0,retail,in-store,93413.58,1,TX,0
2312,6486,8574.86,IL,217,434,mobile,0,0,85,403,0,0,1,travel,online,34430.72,1,WA,1
2313,3664,6327.75,IL,138,1988,tablet,38,32,2977,459,0,1,0,retail,in-store,110778.65,0,TX,0
2314,4770,5406.59,OH,452,639,mobile,4,4,2538,573,1,1,0,travel,mobile,65536.09,0,OH,1
2315,2831,242.84,NY,514,1606,tablet,7,2,2802,557,1,0,0,travel,mobile,38337.72,0,GA,0
2316,6135,7524.74,TX,740,1163,desktop,51,30,755,748,1,0,1,electronics,in-store,26936.48,1,NV,1
2317,7741,9760.99,NV,211,1911,desktop,53,8,2255,695,0,0,0,retail,in-store,155608.45,0,OH,0
2318,7708,9727.24,GA,828,1295,mobile,43,43,2552,678,0,1,0,grocery,in-store,130350.02,0,IL,0
2319,6792,3810.29,OH,708,884,desktop,44,32,2244,772,1,1,1,grocery,in-store,194567.15,0,NY,1
2320,6777,7141.71,WA,837,2160,tablet,59,41,70,403,1,0,1,travel,in-store,45682.54,0,GA,1
2321,1041,7918.49,NY,971,975,tablet,59,48,3300,795,0,0,0,grocery,in-store,98412.17,0,TX,0
2322,9848,4778.92,NY,551,684,mobile,52,15,781,402,0,1,1,travel,in-store,193012.94,1,NV,0
2323,7780,7412.52,CA,207,1082,mobile,30,1,2632,798,1,1,1,grocery,mobile,40447.48,0,CA,1
2324,7981,7683.4,MI,708,562,desktop,8,8,2488,385,1,1,1,retail,mobile,20381.6,0,IL,1
2325,1397,9277.96,GA,309,803,mobile,48,1,753,455,0,0,1,grocery,in-store,179525.72,1,NV,1
2326,7054,3752.95,IL,164,575,mobile,24,11,3212,837,1,1,1,entertainment,mobile,111382.74,0,CA,1
2327,9672,7819.91,IL,830,1516,tablet,14,14,3378,837,1,0,1,grocery,online,156690.28,1,NY,1
2328,1611,9020.72,CA,464,1030,mobile,19,13,2699,647,0,0,0,travel,mobile,186461.48,1,NV,0
2329,8790,7734.0,NV,133,2160,desktop,100,55,2309,383,1,0,0,retail,online,104865.07,0,CA,0
2330,7860,9397.42,IL,329,858,mobile,40,20,2844,599,0,1,0,grocery,mobile,24484.99,0,GA,0
2331,9733,8858.01,IL,339,292,tablet,84,58,3545,429,1,1,0,grocery,online,57379.6,0,TX,1
2332,8346,7170.11,GA,921,686,tablet,90,31,264,811,1,0,1,electronics,in-store,24553.29,0,NY,1
2333,9796,2024.06,NV,650,1523,mobile,90,50,3604,667,0,1,1,retail,online,143285.89,0,IL,0
2334,1614,143.15,FL,988,1583,mobile,4,1,3559,459,1,1,0,travel,mobile,84389.49,0,MI,1
2335,9274,7151.53,MI,479,2290,mobile,44,4,3346,492,1,1,0,retail,online,62098.32,1,GA,1
2336,3351,8305.05,MI,472,121,mobile,90,15,109,323,0,1,1,electronics,in-store,154096.85,0,CA,1
2337,8568,4906.2,OH,456,1305,mobile,60,4,1468,831,1,1,1,grocery,mobile,125798.22,1,IL,1
2338,6449,540.15,CA,175,965,tablet,53,15,2589,663,1,0,0,electronics,online,20184.28,1,GA,1
2339,8537,3979.0,NV,937,1304,desktop,35,23,497,717,1,1,0,grocery,online,72643.19,0,WA,1
2340,1093,8809.89,OH,391,617,desktop,59,1,1020,509,0,0,0,travel,mobile,71091.88,1,MI,0
2341,3230,1997.31,MI,475,246,desktop,81,41,1258,644,1,0,1,grocery,online,34414.95,1,NY,1
2342,2627,9016.97,FL,859,1969,mobile,62,51,677,552,1,1,0,entertainment,online,145956.3,0,NV,1
2343,3765,651.03,TX,802,2020,mobile,89,40,1493,602,1,0,1,retail,online,178887.96,0,OH,0
2344,8566,6514.38,MI,187,279,mobile,58,1,3261,679,1,1,1,travel,online,46407.18,0,NV,1
2345,3474,936.76,NY,648,643,desktop,29,24,384,412,0,0,1,entertainment,in-store,155827.73,1,NY,0
2346,6739,1776.26,OH,877,776,tablet,79,49,2456,351,0,0,1,electronics,in-store,95055.97,1,MI,0
2347,9391,4034.67,FL,113,1267,desktop,73,5,3309,306,1,0,0,entertainment,in-store,170162.14,0,TX,0
2348,3974,8521.19,MI,945,1596,desktop,63,37,1493,759,1,1,1,retail,online,40478.28,0,OH,1
2349,4202,7684.96,WA,445,201,mobile,86,49,2100,343,0,1,0,travel,in-store,45447.59,0,CA,0
2350,9487,88.66,TX,203,1150,desktop,58,26,3619,837,1,1,0,electronics,in-store,45234.33,0,TX,1
2351,8530,8084.28,NV,416,816,mobile,18,12,873,750,0,0,1,travel,mobile,100208.21,0,FL,1
2352,1132,8861.14,CA,242,671,mobile,75,20,2962,781,0,0,0,entertainment,mobile,54384.29,1,TX,0
2353,8901,7533.86,TX,718,996,tablet,81,66,3316,440,1,1,0,retail,online,43874.78,0,NY,1
2354,4494,5718.28,NV,949,1737,mobile,67,66,3218,513,1,0,1,grocery,in-store,175765.0,0,GA,1
2355,6389,9503.49,MI,436,575,tablet,80,19,891,363,0,1,0,entertainment,online,161488.11,1,NY,1
2356,2055,8111.5,GA,139,1254,tablet,11,8,502,805,0,1,0,retail,online,196255.58,0,MI,0
2357,8328,2970.02,CA,126,1958,tablet,36,21,2473,359,0,0,1,electronics,in-store,97061.52,0,TX,0
2358,7577,9221.92,FL,695,867,mobile,61,35,3288,634,0,0,1,grocery,mobile,39885.78,1,FL,1
2359,2167,6753.83,OH,923,1956,tablet,7,0,1285,598,1,1,0,retail,online,105679.58,0,NV,1
2360,4235,8292.91,WA,532,1881,tablet,12,0,345,594,0,1,0,retail,in-store,43104.49,1,WA,0
2361,6662,4922.9,CA,682,2134,desktop,72,45,2635,507,1,1,1,entertainment,mobile,119301.02,1,MI,1
2362,3138,6268.0,WA,884,657,desktop,90,72,2736,830,0,0,0,entertainment,in-store,190238.08,0,MI,0
2363,6163,5842.78,FL,858,649,mobile,65,61,1773,519,0,1,0,retail,online,102038.24,1,NY,1
2364,4369,6963.89,NY,581,1524,mobile,83,32,2902,391,0,1,1,travel,in-store,92411.09,0,CA,1
2365,5608,6460.09,MI,468,1143,desktop,45,17,1025,631,0,1,1,electronics,in-store,153665.7,1,NY,1
2366,7653,1555.27,NV,877,2030,desktop,20,17,3220,375,1,0,1,entertainment,in-store,157696.4,0,MI,0
2367,8779,6875.48,NY,671,482,mobile,40,32,1058,825,0,1,1,travel,mobile,136669.06,0,MI,1
2368,5460,1035.66,OH,731,2345,tablet,84,79,1199,769,0,1,0,entertainment,in-store,166338.17,0,CA,0
2369,7278,4224.29,CA,805,665,tablet,44,25,3596,471,1,0,0,grocery,mobile,114025.99,0,WA,0
2370,3276,4615.7,FL,981,746,tablet,89,69,412,796,1,0,1,travel,in-store,168948.35,1,NY,0
2371,5674,9709.23,WA,549,608,mobile,83,53,2368,662,0,0,0,grocery,in-store,82118.35,0,CA,0
2372,5958,1255.56,WA,226,1686,desktop,63,8,1317,320,0,0,0,entertainment,in-store,176272.97,0,NV,0
2373,7665,6366.3,OH,904,1044,tablet,59,14,2907,674,1,1,0,travel,in-store,172840.79,1,NY,1
2374,4250,8379.46,WA,415,1380,desktop,71,42,2900,486,0,1,0,electronics,online,170927.62,0,OH,0
2375,3285,9504.31,OH,202,646,tablet,26,12,408,630,1,1,0,entertainment,mobile,89573.84,1,IL,1
2376,1225,9452.49,NV,488,56,mobile,98,22,1598,573,1,0,0,retail,online,140154.06,0,FL,0
2377,3129,9721.38,TX,747,516,mobile,75,15,1597,655,0,0,0,grocery,mobile,137150.77,1,NV,0
2378,7178,5328.01,TX,153,1021,mobile,31,11,281,522,0,1,0,travel,online,139033.35,0,IL,0
2379,8222,7324.29,CA,680,1172,mobile,61,14,2066,322,0,0,0,grocery,online,82794.92,1,NY,1
2380,6083,5789.95,OH,573,6,mobile,22,21,1073,716,0,1,0,electronics,in-store,80450.47,0,TX,0
2381,3137,3416.57,FL,461,2286,tablet,59,2,3325,656,1,0,1,travel,online,108683.32,1,GA,1
2382,4145,6086.94,MI,513,1985,mobile,94,84,142,776,1,1,0,retail,mobile,124038.01,1,NV,1
2383,7939,9829.8,FL,226,1781,tablet,20,16,616,805,0,0,1,electronics,in-store,142115.72,0,FL,1
2384,7633,6397.34,NY,204,1763,tablet,99,76,2682,342,0,0,0,retail,online,49691.18,1,CA,1
2385,5600,7196.68,WA,875,35,desktop,0,0,1050,446,0,0,1,retail,online,36553.2,1,IL,1
2386,8924,5327.77,NV,932,333,desktop,31,10,422,807,1,0,1,electronics,online,155055.93,1,NY,1
2387,6338,3941.6,OH,885,1692,mobile,95,33,1764,376,1,0,0,retail,online,29164.44,1,NV,1
2388,5902,3111.0,NY,753,113,desktop,83,15,1930,496,1,1,1,electronics,mobile,139231.87,1,WA,1
2389,3573,6978.55,MI,789,241,desktop,26,23,980,695,0,0,1,travel,online,48348.27,0,NV,1
2390,2164,7660.97,WA,243,720,tablet,29,14,3258,522,0,0,0,retail,mobile,156606.66,1,WA,0
2391,1360,4999.02,GA,255,89,desktop,35,8,3506,693,1,0,1,retail,in-store,95349.2,1,CA,0
2392,9068,2465.72,IL,563,83,mobile,99,74,722,590,1,1,1,entertainment,in-store,145469.57,1,CA,1
2393,4267,8184.6,NY,310,1011,mobile,89,63,1621,611,1,0,0,electronics,in-store,193693.92,0,CA,0
2394,7557,1032.05,FL,259,1343,desktop,84,35,2244,403,1,0,0,retail,mobile,152886.44,0,OH,0
2395,4023,1981.43,NY,859,2293,tablet,24,17,3426,804,0,0,0,travel,online,34586.19,1,FL,1
2396,2104,5548.45,NY,559,669,mobile,11,0,1853,785,1,0,0,travel,in-store,176488.01,0,TX,0
2397,8441,8033.72,MI,235,1761,desktop,31,29,1914,799,0,1,1,electronics,mobile,166302.46,1,IL,1
2398,9943,3734.8,TX,123,727,mobile,47,27,1691,401,0,1,1,electronics,in-store,126138.57,1,OH,0
2399,8542,4948.04,IL,842,819,tablet,58,44,2519,368,1,1,1,electronics,in-store,123396.11,0,NY,1
2400,4231,535.72,MI,699,200,mobile,2,0,686,683,0,1,0,grocery,online,31504.5,1,CA,1
2401,8116,1247.83,TX,699,1704,tablet,72,46,3465,827,0,0,1,travel,in-store,191417.43,0,TX,0
2402,1437,8848.58,MI,980,493,desktop,97,74,1757,570,1,1,1,retail,online,122748.3,1,FL,1
2403,1966,9209.22,WA,928,841,desktop,1,0,3274,695,1,1,1,entertainment,mobile,184252.08,0,FL,1
2404,2011,9128.09,MI,671,1453,desktop,19,14,182,553,0,0,0,entertainment,mobile,142281.36,0,OH,0
2405,4374,6259.73,WA,665,862,desktop,2,0,534,583,0,1,0,grocery,in-store,199407.85,1,GA,0
2406,8762,2555.16,CA,113,1233,mobile,2,2,2836,589,1,0,1,retail,mobile,47682.55,0,TX,0
2407,7432,3146.27,WA,354,775,desktop,100,60,664,637,1,0,1,electronics,online,78012.07,0,OH,0
2408,7625,7465.79,CA,124,229,mobile,67,25,1698,574,1,0,1,grocery,online,53228.2,1,NY,1
2409,8240,5527.28,OH,226,1792,mobile,82,71,251,494,1,1,0,grocery,mobile,88543.51,0,FL,1
2410,3488,3125.94,GA,448,1898,desktop,61,7,2901,813,0,1,0,entertainment,in-store,139500.59,1,WA,0
2411,5945,6623.43,WA,465,1028,tablet,42,33,1795,652,1,0,0,grocery,online,81541.75,1,WA,1
2412,6359,1400.37,CA,162,796,mobile,0,0,2971,662,1,1,1,grocery,in-store,54255.95,0,IL,1
2413,2220,9674.19,TX,914,756,mobile,13,11,3215,710,1,1,0,retail,mobile,50565.8,0,NV,1
2414,4617,5716.77,IL,387,2186,desktop,89,34,2607,761,0,0,1,entertainment,in-store,132533.01,0,WA,1
2415,9231,6587.53,IL,988,101,mobile,2,2,3566,825,0,1,0,entertainment,mobile,180998.48,1,OH,0
2416,5035,3038.99,CA,130,1601,mobile,74,50,621,821,1,0,0,retail,mobile,87995.22,0,FL,0
2417,5910,860.59,CA,888,1448,mobile,65,29,1834,791,0,1,0,entertainment,mobile,31343.5,0,OH,0
2418,7022,5117.71,GA,798,1535,desktop,72,58,1841,670,0,0,0,electronics,online,55632.28,1,NV,1
2419,8156,4423.79,IL,443,42,desktop,61,33,1714,703,0,0,0,travel,online,78428.19,1,NV,1
2420,8077,4818.35,WA,695,1787,desktop,37,17,416,385,0,0,0,retail,online,66081.49,1,IL,1
2421,8426,2144.26,FL,851,421,tablet,84,32,840,810,0,0,0,electronics,online,190101.18,0,CA,0
2422,4914,7622.81,GA,516,1733,desktop,27,25,3007,661,0,0,0,grocery,mobile,170258.71,0,NV,0
2423,5038,4255.91,MI,928,247,mobile,45,6,1361,467,0,1,1,retail,in-store,105950.03,0,CA,0
2424,9077,8382.08,MI,164,316,tablet,7,4,307,564,0,0,0,retail,online,72005.48,0,OH,0
2425,5423,1632.8,MI,172,1732,desktop,72,29,2537,418,0,1,0,entertainment,online,158481.06,1,IL,1
2426,5113,7959.68,NV,458,1571,tablet,34,1,2392,545,1,1,1,electronics,mobile,65543.41,1,OH,1
2427,9310,1857.47,OH,769,794,mobile,81,7,3185,485,0,0,0,grocery,in-store,160891.7,1,WA,0
2428,1966,3658.51,WA,458,912,desktop,35,19,1844,496,0,1,1,entertainment,online,42884.79,1,TX,1
2429,7759,6711.85,FL,738,723,mobile,57,50,3160,645,1,0,1,retail,mobile,97586.01,0,GA,1
2430,4970,3682.41,NY,520,2257,tablet,36,24,872,823,0,0,0,electronics,in-store,34324.02,1,MI,0
2431,5545,5095.16,CA,417,956,desktop,8,0,773,324,1,0,0,grocery,online,174007.48,1,NY,1
2432,4533,3213.41,IL,557,1357,mobile,44,29,3590,739,1,0,0,travel,online,146271.13,0,FL,0
2433,2971,5941.7,IL,450,1920,desktop,6,5,2443,591,0,1,1,grocery,in-store,33591.66,0,WA,1
2434,4544,8376.92,MI,144,2164,desktop,13,13,2565,719,1,0,0,retail,in-store,26770.16,0,CA,0
2435,5937,8411.82,OH,874,1902,tablet,58,16,1226,848,1,1,1,retail,mobile,133632.49,1,GA,1
2436,9336,9667.48,MI,544,1188,desktop,48,36,762,625,1,1,0,retail,mobile,176140.4,1,WA,1
2437,2511,78.44,WA,326,1474,mobile,39,2,3629,594,0,1,0,travel,online,31720.23,1,TX,1
2438,3015,5581.83,WA,659,1190,desktop,71,34,3353,415,1,0,0,retail,in-store,22348.55,1,GA,0
2439,3412,1229.18,WA,981,1810,tablet,17,6,1081,320,0,0,1,travel,in-store,58874.57,1,FL,0
2440,4045,6232.93,OH,836,727,mobile,9,2,264,454,0,1,1,retail,mobile,32239.77,0,FL,1
2441,2933,4506.86,OH,191,318,desktop,96,87,2990,442,1,0,0,grocery,in-store,126720.63,0,TX,0
2442,7591,5941.26,GA,889,258,tablet,24,6,3419,770,1,1,1,retail,in-store,138636.66,1,GA,1
2443,5225,296.52,CA,216,534,tablet,97,60,3467,475,1,0,1,electronics,online,90193.28,0,FL,0
2444,3497,8821.94,NY,585,1131,tablet,72,36,1261,423,0,0,0,entertainment,in-store,147348.44,1,FL,0
2445,3738,1611.33,CA,940,728,desktop,62,61,387,566,0,0,1,grocery,in-store,91593.61,0,TX,0
2446,5880,8829.41,GA,201,2202,tablet,51,51,438,530,1,1,1,retail,in-store,181281.91,0,NV,1
2447,2144,8239.46,CA,452,885,tablet,61,29,3405,561,0,1,1,travel,mobile,85997.67,0,NV,1
2448,8090,8812.27,CA,576,1731,desktop,1,1,2553,419,1,0,1,grocery,mobile,26886.91,1,OH,1
2449,3155,9505.05,MI,651,257,mobile,83,21,1890,526,1,0,1,grocery,mobile,56443.82,0,CA,1
2450,7440,2219.63,WA,681,1562,desktop,50,47,1367,576,0,0,1,travel,online,26612.89,0,CA,0
2451,2937,7524.54,OH,606,1406,desktop,96,68,1575,467,0,1,0,travel,online,34828.89,1,TX,1
2452,4744,1575.38,WA,828,1229,mobile,47,38,1834,561,1,0,1,retail,in-store,159947.37,1,NV,0
2453,3383,5659.92,GA,297,1365,desktop,71,39,738,674,1,0,0,electronics,online,145304.43,0,CA,0
2454,1184,2447.52,WA,826,1943,tablet,40,32,2706,677,0,0,0,entertainment,online,100873.55,1,WA,1
2455,3686,1723.2,GA,731,1903,tablet,27,0,2928,333,1,0,0,entertainment,in-store,158699.98,1,GA,0
2456,8099,3094.28,OH,494,2024,tablet,73,53,2280,416,0,1,0,electronics,mobile,45044.23,0,FL,0
2457,5651,6632.85,CA,693,1140,desktop,9,2,1548,488,0,0,1,entertainment,online,127894.15,0,NV,1
